ID|MUID|VersionName|VersionNumber|VersionFlag|PCOR_Value_Sub|PCOR Value Definition_Sub|Code|PCOR_Value_ID|ChangeTrackingMask|CDM_Version_ID|PCOR_Table_ID|PCOR_Column_ID|Concept ID|Concept Code|Domain_ID|Vocabulary_ID|Concept_Class_id|Standard_concept|EnterDateTime|EnterVersionNumber|LastChgDateTime|LastChgVersionNumber|ValidationStatus
11|{2D343684-0B61-4F5B-99DF-DC14331E0B48}|VERSION_1|1||DERMATOLOGY |DERMATOLOGY|11|11|0|501|1|13|38003838|207N00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
12|{5A6E95E4-C63B-4260-8DA8-40B7705ADB71}|VERSION_1|1||EMERGENCY MEDICINE |EMERGENCY MEDICINE|12|12|0|501|1|13|38003844|207P00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
13|{236EEC56-9BA3-49B1-B746-7B768BF69056}|VERSION_1|1||EMERGENCY MEDICINE MEDICAL TOXICOLOGY|EMERGENCY MEDICINE MEDICAL TOXICOLOGY|13|13|0|501|1|13|38003850|207PT0002X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
14|{37691324-9864-4FED-A8E4-19180DAA2D06}|VERSION_1|1||FAMILY MEDICINE |FAMILY MEDICINE|14|14|0|501|1|13|38003851|207Q00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
15|{6A749828-0F2C-45BF-BB3F-264C8CCA0647}|VERSION_1|1||FAMILY MEDICINE HOSPICE AND PALLIATIVE MEDICINE|FAMILY MEDICINE HOSPICE AND PALLIATIVE MEDICINE|15|15|0|501|1|13|38003857|207QH0002X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
16|{21C6716E-4ADF-451C-9A81-308009D42629}|VERSION_1|1||GERIATRIC MEDICINE|GERIATRIC MEDICINE|16|16|0|501|1|13|38003856|207QG0300X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
17|{9E401276-2150-465A-9732-E039A3B96BE4}|VERSION_1|1||HOSPITALIST |HOSPITALIST|17|17|0|501|1|13|38004024|208M00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
18|{47F33EE7-D5F9-4140-BA0E-F1073FDB6923}|VERSION_1|1||INTERNAL MEDICINE |INTERNAL MEDICINE|18|18|0|501|1|13|38003860|207R00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
19|{627AC13E-92A3-4F7B-86BA-8385D9CF643B}|VERSION_1|1||INTERNAL MEDICINE CARDIOVASCULAR DISEASE|INTERNAL MEDICINE CARDIOVASCULAR DISEASE|19|19|0|501|1|13|38003865|207RC0000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
20|{A3CEF0A2-3461-47C4-BBB1-A6E8C48E4BC8}|VERSION_1|1||INTERNAL MEDICINE CLINICAL CARDIAC ELECTROPHYSIOLOGY|INTERNAL MEDICINE CLINICAL CARDIAC ELECTROPHYSIOLOGY|20|20|0|501|1|13|38003866|207RC0001X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
21|{81FD37DC-4C6E-4651-8765-5B7DBF8ED284}|VERSION_1|1||INTERNAL MEDICINE ENDOCRINOLOGY- DIABETES & METABOLISM|INTERNAL MEDICINE ENDOCRINOLOGY- DIABETES & METABOLISM|21|21|0|501|1|13|38003868|207RE0101X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
22|{3421327C-1D1B-481B-9BC8-A7ABE88E036F}|VERSION_1|1||INTERNAL MEDICINE GASTROENTEROLOGY|INTERNAL MEDICINE GASTROENTEROLOGY|22|22|0|501|1|13|38003869|207RG0100X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
23|{68C68084-F675-4034-A4F2-9FF7DC3C3E90}|VERSION_1|1||INTERNAL MEDICINE HEMATOLOGY|INTERNAL MEDICINE HEMATOLOGY|23|23|0|501|1|13|38003871|207RH0000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
24|{089E3008-35AB-4D1A-A554-07BE7A16B401}|VERSION_1|1||INTERNAL MEDICINE HEMATOLOGY & ONCOLOGY|INTERNAL MEDICINE HEMATOLOGY & ONCOLOGY|24|24|0|501|1|13|38003873|207RH0003X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
25|{5EC81073-AC52-4F0B-84C8-AE91CB0DC104}|VERSION_1|1||INTERNAL MEDICINE HEPATOLOGY|INTERNAL MEDICINE HEPATOLOGY|25|25|0|501|1|13|38003876|207RI0008X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
26|{E7DE5DED-85D6-4ACB-9ED0-D475D1EEB77E}|VERSION_1|1||INTERNAL MEDICINE INFECTIOUS DISEASE|INTERNAL MEDICINE INFECTIOUS DISEASE|26|26|0|501|1|13|38003878|207RI0200X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
27|{D9A515DC-ADD1-4B53-99C7-F923393E7D85}|VERSION_1|1||INTERNAL MEDICINE INTERVENTIONAL CARDIOLOGY|INTERNAL MEDICINE INTERVENTIONAL CARDIOLOGY|27|27|0|501|1|13|38003877|207RI0011X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
28|{E57C766A-C1AF-4495-9F4C-C96D4E7FE073}|VERSION_1|1||INTERNAL MEDICINE MEDICAL ONCOLOGY|INTERNAL MEDICINE MEDICAL ONCOLOGY|28|28|0|501|1|13|38003886|207RX0202X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
29|{EFEE6653-FA62-4D42-AEBA-3EE6FDF3F2CE}|VERSION_1|1||INTERNAL MEDICINE NEPHROLOGY|INTERNAL MEDICINE NEPHROLOGY|29|29|0|501|1|13|38003880|207RN0300X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
30|{CB579213-EA90-4F9D-8964-4F3B33FA772C}|VERSION_1|1||INTERNAL MEDICINE PULMONARY DISEASE|INTERNAL MEDICINE PULMONARY DISEASE|30|30|0|501|1|13|38003881|207RP1001X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
31|{86736D34-2CE9-4CF8-8418-6BC6CA1101EE}|VERSION_1|1||INTERNAL MEDICINE RHEUMATOLOGY|INTERNAL MEDICINE RHEUMATOLOGY|31|31|0|501|1|13|38003882|207RR0500X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
32|{2D387C78-0ECD-4836-A18A-85BA8C31FD11}|VERSION_1|1||NEUROLOGICAL SURGERY |NEUROLOGICAL SURGERY|32|32|0|501|1|13|38003893|207T00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
33|{A67D00E7-4EE1-4834-82C6-372071F274C7}|VERSION_1|1||NUCLEAR MEDICINE |NUCLEAR MEDICINE|33|33|0|501|1|13|38003894|207U00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
34|{7465671B-F5FC-4DE6-A340-12E641266EBD}|VERSION_1|1||NURSE ANESTHETIST- CERTIFIED REGISTERED |NURSE ANESTHETIST- CERTIFIED REGISTERED|34|34|0|501|1|13|38004424|367500000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
35|{79DDC3EE-C85E-4017-88FC-9736EA47825B}|VERSION_1|1||NURSE PRACTITIONER |NURSE PRACTITIONER|35|35|0|501|1|13|38004372|363L00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
36|{68EBE80D-C1A2-4831-8E37-AB92B1439727}|VERSION_1|1||NUTRITIONIST |NUTRITIONIST|36|36|0|501|1|13|38003688|133N00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
37|{05D5C8E6-3E16-457A-8DEB-1C1291360DFB}|VERSION_1|1||OBSTETRICS & GYNECOLOGY |OBSTETRICS & GYNECOLOGY|37|37|0|501|1|13|38003898|207V00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
38|{EC59F09C-2243-4206-B7B3-B9467E8DFD7F}|VERSION_1|1||OBSTETRICS & GYNECOLOGY GYNECOLOGIC ONCOLOGY|OBSTETRICS & GYNECOLOGY GYNECOLOGIC ONCOLOGY|38|38|0|501|1|13|38003906|207VX0201X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
39|{95A9634B-578A-44A7-A9DC-ACF15F84EAAF}|VERSION_1|1||OBSTETRICS & GYNECOLOGY MATERNAL & FETAL MEDICINE|OBSTETRICS & GYNECOLOGY MATERNAL & FETAL MEDICINE|39|39|0|501|1|13|38003904|207VM0101X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
40|{6140D40E-92AE-4CC5-A7FA-1C5A1805F3AC}|VERSION_1|1||OBSTETRICS & GYNECOLOGY REPRODUCTIVE ENDOCRINOLOGY|OBSTETRICS & GYNECOLOGY REPRODUCTIVE ENDOCRINOLOGY|40|40|0|501|1|13|38003901|207VE0102X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
41|{558B5A0B-457B-4100-B954-A6CD8CCB0EDD}|VERSION_1|1||OCCUPATIONAL THERAPIST |OCCUPATIONAL THERAPIST|41|41|0|501|1|13|38004076|225X00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
42|{BEA2FE86-188C-4AB8-A753-F7E797621FD2}|VERSION_1|1||OPHTHALMOLOGY |OPHTHALMOLOGY|42|42|0|501|1|13|38003907|207W00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
43|{3234A5CA-B2A3-49F2-BDB1-FE1BDD8991D4}|VERSION_1|1||OPTOMETRIST |OPTOMETRIST|43|43|0|501|1|13|38003699|152W00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
44|{0ED3119B-8631-46C5-BB7B-9BD0A7FC2693}|VERSION_1|1||ORAL & MAXILLOFACIAL SURGERY |ORAL & MAXILLOFACIAL SURGERY|44|44|0|501|1|13|38003826|204E00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
45|{D90CF32D-2598-485E-9CAD-15DD302B6387}|VERSION_1|1||ORTHOPAEDIC SURGERY |ORTHOPAEDIC SURGERY|45|45|0|501|1|13|38003908|207X00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
46|{C853DE00-A396-4F9F-AEB8-626D70D24791}|VERSION_1|1||OTHER|OTHER|46|46|0|501|1|13|0||||||2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
47|{35450B1C-7041-4AC8-9B98-463DEB156679}|VERSION_1|1||OTOLARYNGOLOGY |OTOLARYNGOLOGY|47|47|0|501|1|13|38003916|207Y00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
48|{72838AE8-0159-4EC3-A0AA-A7F2A5081196}|VERSION_1|1||PAIN MEDICINE INTERVENTIONAL PAIN MEDICINE|PAIN MEDICINE INTERVENTIONAL PAIN MEDICINE|48|48|0|501|1|13|38004027|208VP0014X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
49|{E82692A8-85D9-4DBD-A131-99EE783C3812}|VERSION_1|1||PATHOLOGY CLINICAL PATHOLOGY|PATHOLOGY CLINICAL PATHOLOGY|49|49|0|501|1|13|38003925|207ZC0006X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
50|{1BD27D55-85BA-436B-98D0-A6D3E0272CFA}|VERSION_1|1||PEDIATRICS |PEDIATRICS|50|50|0|501|1|13|38003939|208000000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
51|{2F22DB40-8AAD-4791-A371-CD29E04577EC}|VERSION_1|1||PEDIATRICS NEONATAL-PERINATAL MEDICINE|PEDIATRICS NEONATAL-PERINATAL MEDICINE|51|51|0|501|1|13|38003944|2080N0001X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
52|{7B3D71F8-6972-404A-8679-C8E75728B180}|VERSION_1|1||PEDIATRICS NEURODEVELOPMENTAL DISABILITIES|PEDIATRICS NEURODEVELOPMENTAL DISABILITIES|52|52|0|501|1|13|38003946|2080P0008X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
53|{CECDB34D-1A84-4854-8706-2174DCB79CA3}|VERSION_1|1||PEDIATRICS PEDIATRIC ALLERGY/IMMUNOLOGY|PEDIATRICS PEDIATRIC ALLERGY/IMMUNOLOGY|53|53|0|501|1|13|38003947|2080P0201X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
54|{8676C6B5-0B28-4B2D-941F-07982950329B}|VERSION_1|1||PEDIATRICS PEDIATRIC CARDIOLOGY|PEDIATRICS PEDIATRIC CARDIOLOGY|54|54|0|501|1|13|38003948|2080P0202X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
55|{386C2323-C6FC-4230-9793-823D0C405C8D}|VERSION_1|1||PEDIATRICS PEDIATRIC CRITICAL CARE MEDICINE|PEDIATRICS PEDIATRIC CRITICAL CARE MEDICINE|55|55|0|501|1|13|38003949|2080P0203X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
56|{B33A311D-7B5D-410E-8325-9AA7DB23F6C0}|VERSION_1|1||PEDIATRICS PEDIATRIC GASTROENTEROLOGY|PEDIATRICS PEDIATRIC GASTROENTEROLOGY|56|56|0|501|1|13|38003952|2080P0206X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
57|{5701BDB3-D629-4B3E-AD96-56F667405DB4}|VERSION_1|1||PEDIATRICS PEDIATRIC HEMATOLOGY-ONCOLOGY|PEDIATRICS PEDIATRIC HEMATOLOGY-ONCOLOGY|57|57|0|501|1|13|38003953|2080P0207X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
58|{A26A636E-182B-4ED3-9242-EC06F34FDF52}|VERSION_1|1||PHYSICAL MEDICINE & REHABILITATION |PHYSICAL MEDICINE & REHABILITATION|58|58|0|501|1|13|38003962|208100000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
59|{DBAAB037-5EE9-4CF4-8C2B-D16FB49B45A6}|VERSION_1|1||PHYSICAL THERAPIST |PHYSICAL THERAPIST|59|59|0|501|1|13|38004051|225100000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
60|{52678F8B-F5E5-4559-A92A-7E1262A40237}|VERSION_1|1||PHYSICIAN ASSISTANT |PHYSICIAN ASSISTANT|60|60|0|501|1|13|38004369|363A00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
61|{E6ED5238-09F5-48BE-933B-FF2992F3F268}|VERSION_1|1||PLASTIC SURGERY |PLASTIC SURGERY|61|61|0|501|1|13|38003969|208200000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
62|{8795FB19-52B2-42FB-84CE-94E11A94D6E3}|VERSION_1|1||PODIATRIST |PODIATRIST|62|62|0|501|1|13|38004030|213E00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
63|{D0C647BD-2D2C-4107-B015-6079AB06F890}|VERSION_1|1||PSYCHIATRY & NEUROLOGY BEHAVIORAL NEUROLOGY & NEUROPSYCHIATRY|PSYCHIATRY & NEUROLOGY BEHAVIORAL NEUROLOGY & NEUROPSYCHIATRY|63|63|0|501|1|13|43125860|2084B0040X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
64|{D0EA1536-DACE-48EA-81FE-47826600AF64}|VERSION_1|1||PSYCHIATRY & NEUROLOGY NEUROLOGY|PSYCHIATRY & NEUROLOGY NEUROLOGY|64|64|0|501|1|13|38003985|2084N0400X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
65|{4070234C-50EB-4CB3-A0F4-2D4119E67931}|VERSION_1|1||PSYCHIATRY & NEUROLOGY PSYCHIATRY|PSYCHIATRY & NEUROLOGY PSYCHIATRY|65|65|0|501|1|13|38003990|2084P0800X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
66|{32FA0787-16B2-4CF0-B48C-29B0DDED8EE8}|VERSION_1|1||PSYCHOLOGIST |PSYCHOLOGIST|66|66|0|501|1|13|38003634|103T00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
67|{367373EF-83CB-4076-98CA-6F8481CDEA27}|VERSION_1|1||RADIOLOGY DIAGNOSTIC RADIOLOGY|RADIOLOGY DIAGNOSTIC RADIOLOGY|67|67|0|501|1|13|38004005|2085R0202X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
68|{98D9F89C-A744-4EAD-B46C-5D7F5722EE90}|VERSION_1|1||RADIOLOGY RADIATION ONCOLOGY|RADIOLOGY RADIATION ONCOLOGY|68|68|0|501|1|13|38004004|2085R0001X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
69|{68729831-39CC-4B2A-9475-3C9696ED4898}|VERSION_1|1||RADIOLOGY VASCULAR & INTERVENTIONAL RADIOLOGY|RADIOLOGY VASCULAR & INTERVENTIONAL RADIOLOGY|69|69|0|501|1|13|38004007|2085R0204X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
70|{A619E158-0C13-4FC5-932A-13AC1D24145F}|VERSION_1|1||REGISTERED NURSE |REGISTERED NURSE|70|70|0|501|1|13|38003716|163W00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
71|{D5215D05-80D8-4C61-B50D-EE1EBD43B915}|VERSION_1|1||SOCIAL WORKER |SOCIAL WORKER|71|71|0|501|1|13|38003656|104100000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
72|{D76751A9-97D7-48D8-A196-826761982B49}|VERSION_1|1||SOCIAL WORKER CLINICAL|SOCIAL WORKER CLINICAL|72|72|0|501|1|13|38003657|1041C0700X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
73|{FB1218F1-5B2D-4DF3-81AC-A403F880F101}|VERSION_1|1||SPECIALIST/TECHNOLOGIST |SPECIALIST/TECHNOLOGIST|73|73|0|501|1|13|38004122|235500000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
74|{A41E5208-4C65-4B6C-9732-AD7E09DF0D69}|VERSION_1|1||SURGERY |SURGERY|74|74|0|501|1|13|38004010|208600000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
75|{EDA9AA5A-A0C6-4FE7-9CE8-270775A9735D}|VERSION_1|1||SURGERY SURGERY OF THE HAND|SURGERY SURGERY OF THE HAND|75|75|0|501|1|13|38004013|2086S0105X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
76|{4700930C-90AE-4FA7-B21C-C401ACB5B1DD}|VERSION_1|1||SURGERY SURGICAL ONCOLOGY|SURGERY SURGICAL ONCOLOGY|76|76|0|501|1|13|38004018|2086X0206X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
77|{08EE08C6-C240-484B-A169-8D64EE760591}|VERSION_1|1||SURGERY TRAUMA SURGERY|SURGERY TRAUMA SURGERY|77|77|0|501|1|13|38004016|2086S0127X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
78|{353D3B44-435B-4E20-A7DD-275E3FFAEFA1}|VERSION_1|1||SURGERY VASCULAR SURGERY|SURGERY VASCULAR SURGERY|78|78|0|501|1|13|38004017|2086S0129X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
79|{57664A52-54BE-4190-9BBC-D0B8370D384C}|VERSION_1|1||THORACIC SURGERY (CARDIOTHORACIC VASCULAR SURGERY) |THORACIC SURGERY (CARDIOTHORACIC VASCULAR SURGERY)|79|79|0|501|1|13|38004023|208G00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
80|{BCB9C7CD-7BF2-4340-B3A2-3151FB5AB55B}|VERSION_1|1||TRANSPLANT SURGERY|TRANSPLANT SURGERY|80|80|0|501|1|13|38003827|204F00000X|Provider|NUCC|NUCC|Standard_concept|2019-09-23 20:02:33.673|1|2019-09-24 17:09:00.100|1|Validation Succeeded
